Match_ID,Date,Sport,Home_Team,Away_Team,Home_Team_Odds,Away_Team_Odds,Draw_Odds,Predicted_Winner,Actual_Winner
M00636,2024-09-29,Basketball,Meganchester Bears,Emilymouth Lions,4.87,2.23,,Emilymouth Lions,Emilymouth Lions
M00637,2024-08-28,Football,Michelleside Eagles,West Melinda Tigers,3.27,2.79,4.83,Draw,Draw
M00638,2025-03-01,Basketball,West Alexandrabury Bears,West Catherinefurt Lions,2.14,2.13,,West Alexandrabury Bears,West Catherinefurt Lions
M00639,2024-05-16,Football,Wolfefurt Wolves,Taylorstad Wolves,3.21,2.09,3.99,Draw,Draw
M00640,2024-03-18,Tennis,East Josephstad Tigers,Derekmouth Tigers,2.26,4.25,,Derekmouth Tigers,East Josephstad Tigers
M00641,2023-12-04,Hockey,North Cindyville Wolves,East Matthewshire Eagles,4.3,2.62,3.71,East Matthewshire Eagles,East Matthewshire Eagles
M00642,2024-05-31,Basketball,South Pamela Eagles,Schultzview Wolves,3.38,1.21,,Schultzview Wolves,Schultzview Wolves
M00643,2024-04-07,Basketball,Williamstad Eagles,West Lauren Lions,4.7,4.18,,West Lauren Lions,West Lauren Lions
M00644,2024-04-30,Basketball,Annmouth Bears,Nguyenview Eagles,4.56,1.53,,Annmouth Bears,Annmouth Bears
M00645,2024-12-11,Tennis,Port Jesus Tigers,Port Matthewmouth Lions,2.95,1.94,,Port Matthewmouth Lions,Port Matthewmouth Lions
M00646,2023-09-30,Tennis,Jonesside Tigers,Port Bettyhaven Tigers,1.6,4.4,,Jonesside Tigers,Jonesside Tigers
M00647,2025-02-08,Football,North Lauren Bears,Jordanport Wolves,4.01,3.06,3.39,Jordanport Wolves,Draw
M00648,2025-04-07,Football,Barbaraborough Wolves,Martinezburgh Eagles,1.74,1.68,3.95,Barbaraborough Wolves,Draw
M00649,2023-11-03,Basketball,Nathanport Eagles,South Kelliberg Eagles,2.13,2.91,,Nathanport Eagles,South Kelliberg Eagles
M00650,2024-02-04,Baseball,North Becky Eagles,New Darlene Lions,2.26,2.47,,North Becky Eagles,North Becky Eagles
M00651,2024-02-28,Football,Buckburgh Bears,Lake Alexandrafort Lions,3.34,4.77,3.74,Buckburgh Bears,Buckburgh Bears
M00652,2023-09-10,Baseball,Crystalberg Wolves,North Sherryfurt Tigers,4.24,4.15,,Crystalberg Wolves,Crystalberg Wolves
M00653,2025-07-01,Tennis,Robertsbury Bears,East Garyton Bears,,1.5,,Robertsbury Bears,Robertsbury Bears
M00654,2023-09-28,Hockey,North Andreton Tigers,Port Susan Bears,,1.27,2.38,Draw,North Andreton Tigers
M00655,2023-11-09,Hockey,Holmesport Lions,West Sethmouth Eagles,1.49,3.11,2.11,Draw,Holmesport Lions
M00656,2024-05-13,Football,Hicksport Eagles,Beckyside Wolves,2.98,1.42,2.98,Hicksport Eagles,Draw
M00657,2023-12-18,Baseball,Fieldsbury Eagles,Aprilton Lions,2.54,,,Fieldsbury Eagles,Aprilton Lions
M00658,2025-03-27,Hockey,Davidhaven Wolves,New Jacobmouth Tigers,2.04,2.13,1.53,Davidhaven Wolves,Davidhaven Wolves
M00659,2025-07-01,Hockey,Paulaview Lions,Lake Michaelport Wolves,3.85,,1.98,Paulaview Lions,Draw
M00660,2024-05-10,Tennis,Collinshaven Tigers,Richardsonchester Tigers,2.01,2.25,,Collinshaven Tigers,Richardsonchester Tigers
M00661,2025-03-30,Basketball,South Taylorberg Wolves,Heidimouth Tigers,1.92,4.21,,Heidimouth Tigers,Heidimouth Tigers
M00662,2024-10-18,Tennis,Lake Jessica Bears,West Kennethchester Lions,3.42,4.04,,Lake Jessica Bears,West Kennethchester Lions
M00663,2025-04-18,Hockey,North Amanda Tigers,East Eric Wolves,2.27,2.82,4.73,North Amanda Tigers,North Amanda Tigers
M00664,2023-09-07,Basketball,North Kariton Lions,Port Ashley Eagles,1.39,3.86,,Port Ashley Eagles,North Kariton Lions
M00665,2023-11-06,Basketball,South Robert Bears,Rodriguezview Wolves,2.0,3.54,,South Robert Bears,South Robert Bears
M00666,2023-12-22,Baseball,Mcgeefort Tigers,East Todd Eagles,4.13,2.24,,East Todd Eagles,Mcgeefort Tigers
M00667,2024-10-12,Tennis,Dianetown Wolves,Watkinsstad Tigers,3.89,2.86,,Watkinsstad Tigers,Dianetown Wolves
M00668,2023-12-03,Tennis,Carlbury Lions,South Edgarfurt Wolves,4.67,3.57,,South Edgarfurt Wolves,Carlbury Lions
M00669,2025-02-08,Tennis,West Nathanielhaven Tigers,South John Bears,1.46,3.25,,South John Bears,West Nathanielhaven Tigers
M00670,2024-02-01,Hockey,Port Pamview Tigers,Shirleymouth Eagles,4.56,2.91,4.04,Draw,Shirleymouth Eagles
M00671,2023-07-17,Football,New Tiffany Lions,Lake Paula Lions,1.95,4.39,1.58,Lake Paula Lions,Draw
M00672,2024-03-26,Baseball,Jennifertown Tigers,Walshtown Eagles,3.23,1.83,,Jennifertown Tigers,Walshtown Eagles
M00673,2024-05-31,Tennis,Lake Margaret Tigers,Osbornestad Lions,2.15,3.96,,Osbornestad Lions,Osbornestad Lions
M00674,2025-03-13,Baseball,North Debraborough Eagles,Jasonland Wolves,1.84,2.07,,Jasonland Wolves,North Debraborough Eagles
M00675,2023-10-29,Tennis,Loriborough Tigers,Port Reneestad Bears,4.12,3.57,,Port Reneestad Bears,Port Reneestad Bears
M00676,2024-12-10,Football,Keithville Lions,East Jeffrey Bears,3.2,3.46,3.77,Draw,Keithville Lions
M00677,2023-08-06,Baseball,East Tracey Tigers,Alejandrostad Tigers,2.25,,,Alejandrostad Tigers,Alejandrostad Tigers
M00678,2024-01-13,Tennis,South Michaelfurt Eagles,North Steven Lions,4.49,,,South Michaelfurt Eagles,North Steven Lions
M00679,2024-11-06,Baseball,Andreaville Wolves,Donaldfort Wolves,4.76,1.29,,Donaldfort Wolves,Donaldfort Wolves
M00680,2025-02-19,Tennis,Ryanberg Wolves,Finleyport Tigers,1.97,3.32,,Ryanberg Wolves,Finleyport Tigers
M00681,2024-08-03,Tennis,West Carmenbury Eagles,South Marystad Eagles,2.11,3.28,,West Carmenbury Eagles,West Carmenbury Eagles
M00682,2024-02-28,Tennis,East Brendan Lions,South Brandon Bears,3.4,4.68,,East Brendan Lions,South Brandon Bears
M00683,2023-11-13,Football,New Sandra Bears,Edwardsville Tigers,,4.56,2.45,New Sandra Bears,New Sandra Bears
M00684,2023-10-31,Baseball,New Samanthaport Lions,Port Richardville Tigers,1.32,3.47,,Port Richardville Tigers,New Samanthaport Lions
M00685,2024-07-17,Hockey,Johnsonfort Lions,Matthewfurt Bears,4.33,,2.75,Matthewfurt Bears,Draw
M00686,2025-01-22,Football,Brownstad Eagles,West Hannah Wolves,3.7,4.68,4.72,Draw,Draw
M00687,2024-06-27,Hockey,West Davidborough Lions,West Coreymouth Bears,2.42,1.54,3.51,West Davidborough Lions,West Davidborough Lions
M00688,2023-11-17,Basketball,Port Douglas Lions,North Jenniferton Bears,3.47,2.51,,North Jenniferton Bears,North Jenniferton Bears
M00689,2024-06-24,Tennis,Suzannechester Wolves,East Jonathan Bears,2.91,3.8,,Suzannechester Wolves,East Jonathan Bears
M00690,2024-10-13,Tennis,Port Paulmouth Tigers,Johnsonhaven Wolves,4.27,2.13,,Port Paulmouth Tigers,Port Paulmouth Tigers
M00691,2023-08-05,Baseball,Alvarezberg Wolves,South Roberthaven Eagles,2.16,1.58,,South Roberthaven Eagles,South Roberthaven Eagles
M00692,2023-11-10,Football,Atkinsstad Lions,Davidville Wolves,3.73,4.72,2.06,Draw,Draw
M00693,2023-12-20,Football,South Ernestburgh Bears,South Anaview Bears,1.29,3.48,1.92,South Anaview Bears,South Anaview Bears
M00694,2024-05-01,Football,Smithland Lions,New Lisaburgh Bears,1.58,2.09,,Smithland Lions,Draw
M00695,2024-11-18,Tennis,Lake Angelica Wolves,Raybury Lions,3.23,1.41,,Raybury Lions,Lake Angelica Wolves
M00696,2024-10-27,Baseball,East Joseph Lions,East Nancy Bears,1.32,2.89,,East Joseph Lions,East Nancy Bears
M00697,2024-01-29,Hockey,Schwartzbury Tigers,East Thomas Lions,1.36,2.88,2.69,East Thomas Lions,Draw
M00698,2024-08-08,Basketball,Lake Johnborough Tigers,Port Christopherton Bears,4.89,4.32,,Lake Johnborough Tigers,Lake Johnborough Tigers
M00699,2023-07-31,Baseball,Kellieshire Bears,Ralphberg Bears,3.94,1.37,,Kellieshire Bears,Kellieshire Bears
M00700,2024-11-19,Baseball,Michaelland Tigers,Robertchester Wolves,1.73,4.09,,Robertchester Wolves,Robertchester Wolves
M00701,2025-05-26,Hockey,New Robertborough Tigers,New Monicahaven Eagles,1.33,4.6,3.22,New Monicahaven Eagles,New Robertborough Tigers
M00702,2023-11-02,Football,South Melissa Lions,Butlerport Bears,2.22,4.11,2.85,South Melissa Lions,Butlerport Bears
M00703,2025-06-02,Baseball,Jennifershire Wolves,West Brianland Wolves,3.44,4.64,,West Brianland Wolves,West Brianland Wolves
M00704,2024-07-04,Basketball,West Randy Eagles,Wilcoxville Wolves,4.22,3.45,,West Randy Eagles,Wilcoxville Wolves
M00705,2023-12-17,Baseball,East Davidbury Lions,North Sharon Lions,3.28,4.22,,North Sharon Lions,North Sharon Lions
M00706,2024-08-17,Tennis,New Zacharystad Lions,East Brittney Lions,1.43,2.11,,East Brittney Lions,East Brittney Lions
M00707,2024-08-06,Football,Sanderston Bears,Port Brittanymouth Wolves,2.87,1.28,1.57,Port Brittanymouth Wolves,Port Brittanymouth Wolves
M00708,2025-01-22,Hockey,West Brandon Tigers,Romerochester Eagles,4.67,1.31,4.48,West Brandon Tigers,Draw
M00709,2024-09-21,Hockey,Mooreside Lions,Bellbury Lions,1.35,3.57,4.68,Mooreside Lions,Draw
M00710,2024-07-02,Baseball,New Chelseafort Lions,North Brandonport Lions,,3.18,,New Chelseafort Lions,New Chelseafort Lions
M00711,2025-07-04,Football,Port Charles Wolves,New David Lions,1.94,3.35,2.4,Port Charles Wolves,New David Lions
M00712,2024-06-13,Baseball,East Michealport Bears,Washingtonfurt Tigers,2.67,2.74,,East Michealport Bears,East Michealport Bears
M00713,2023-09-28,Baseball,New Jason Bears,East Stephenbury Wolves,3.11,4.52,,East Stephenbury Wolves,New Jason Bears
M00714,2025-04-26,Baseball,Smithmouth Wolves,West Diana Tigers,4.88,1.55,,West Diana Tigers,Smithmouth Wolves
M00715,2025-04-12,Basketball,Crystalville Tigers,Stanleytown Wolves,3.33,1.64,,Crystalville Tigers,Crystalville Tigers
M00716,2025-01-11,Hockey,Riveratown Wolves,New Michaelshire Eagles,2.19,2.36,3.95,New Michaelshire Eagles,Draw
M00717,2024-07-07,Basketball,Arianaberg Tigers,Elizabethburgh Wolves,3.44,1.48,,Elizabethburgh Wolves,Elizabethburgh Wolves
M00718,2023-09-08,Tennis,Port Crystal Lions,North Rhonda Lions,3.63,4.05,,North Rhonda Lions,Port Crystal Lions
M00719,2024-10-08,Basketball,East Ryanville Lions,Carrollhaven Wolves,1.67,4.18,,East Ryanville Lions,Carrollhaven Wolves
M00720,2025-04-11,Football,East Laura Bears,Port Scottton Eagles,3.45,4.57,1.51,Port Scottton Eagles,East Laura Bears
M00721,2023-09-12,Tennis,Colleenside Eagles,North Janicehaven Lions,3.95,2.9,,Colleenside Eagles,Colleenside Eagles
M00722,2024-11-27,Football,South Rebeccaville Eagles,Mortonport Wolves,3.18,2.92,1.47,Mortonport Wolves,Mortonport Wolves
M00723,2024-01-15,Football,Charlesburgh Wolves,Franklintown Lions,2.5,4.35,2.65,Franklintown Lions,Draw
M00724,2025-02-08,Football,Matthewmouth Lions,North Mark Eagles,3.91,2.96,1.44,North Mark Eagles,Draw
M00725,2023-09-21,Hockey,Johnchester Tigers,Blakemouth Eagles,3.15,1.3,,Draw,Blakemouth Eagles
M00726,2024-01-08,Tennis,Ericfort Eagles,Jimmyview Bears,1.68,4.82,,Jimmyview Bears,Ericfort Eagles
M00727,2023-09-19,Baseball,Jeffreyfurt Eagles,Christopherside Tigers,4.54,3.23,,Christopherside Tigers,Jeffreyfurt Eagles
M00728,2023-07-21,Hockey,South Shelbytown Bears,North Andrew Wolves,2.39,4.22,2.93,Draw,Draw
M00729,2025-01-03,Tennis,Richardmouth Wolves,Walterhaven Bears,2.4,2.09,,Richardmouth Wolves,Walterhaven Bears
M00730,2024-10-03,Basketball,Alexandraside Eagles,Lake Natashamouth Lions,4.63,4.6,,Lake Natashamouth Lions,Lake Natashamouth Lions
M00731,2024-02-01,Basketball,New Andrewberg Eagles,New Angelaside Bears,1.95,1.41,,New Andrewberg Eagles,New Angelaside Bears
M00732,2023-09-10,Baseball,South Adrian Eagles,Lake Rebeccachester Tigers,3.39,2.98,,South Adrian Eagles,South Adrian Eagles
M00733,2024-02-03,Basketball,Longview Eagles,New Jamesshire Eagles,3.91,,,New Jamesshire Eagles,Longview Eagles
M00734,2024-07-30,Baseball,New Patrick Wolves,Pittmantown Eagles,4.83,2.59,,New Patrick Wolves,New Patrick Wolves
M00735,2024-07-03,Tennis,Floresville Eagles,Lake Moniqueville Lions,4.86,2.91,,Floresville Eagles,Floresville Eagles
M00736,2025-04-02,Tennis,Anthonyport Lions,Port Tylerhaven Eagles,1.26,2.43,,Anthonyport Lions,Port Tylerhaven Eagles
M00737,2024-11-01,Basketball,Danaview Eagles,East Renee Bears,2.82,4.89,,East Renee Bears,East Renee Bears
M00738,2025-03-21,Football,Port Christine Eagles,Millerview Wolves,2.83,,2.41,Port Christine Eagles,Port Christine Eagles
M00739,2024-07-18,Basketball,North Karatown Tigers,West Cynthia Bears,2.5,2.77,,North Karatown Tigers,West Cynthia Bears
M00740,2023-11-22,Hockey,East Ashley Lions,Lindsaychester Tigers,4.57,4.45,3.18,Draw,Lindsaychester Tigers
M00741,2023-12-13,Football,Nealborough Wolves,South Jenniferville Bears,2.14,3.98,3.72,Draw,Draw
M00742,2025-02-18,Tennis,Lake Ryan Eagles,Lake Melissa Bears,4.23,2.88,,Lake Ryan Eagles,Lake Melissa Bears
M00743,2023-08-19,Tennis,South Victorfurt Tigers,Brittanyberg Wolves,1.23,1.26,,Brittanyberg Wolves,Brittanyberg Wolves
M00744,2023-08-05,Hockey,Johnsonchester Lions,South Michellestad Wolves,3.34,4.17,1.37,South Michellestad Wolves,South Michellestad Wolves
M00745,2024-02-28,Tennis,Mirandahaven Tigers,Kristaborough Bears,3.84,2.2,,Mirandahaven Tigers,Kristaborough Bears
M00746,2023-08-30,Basketball,Brentside Wolves,Poolechester Tigers,2.95,2.71,,Poolechester Tigers,Poolechester Tigers
M00747,2024-12-07,Hockey,Hernandezberg Eagles,Villanuevaview Wolves,3.68,4.79,3.61,Hernandezberg Eagles,Draw
M00748,2024-11-01,Hockey,Amberburgh Bears,New Maryland Bears,3.97,3.25,3.9,New Maryland Bears,Amberburgh Bears
M00749,2023-08-25,Football,Sethborough Eagles,West Sarah Eagles,4.3,2.02,3.17,Sethborough Eagles,West Sarah Eagles
M00750,2024-08-06,Hockey,Dustinshire Wolves,Jefferyhaven Wolves,2.05,2.89,2.35,Jefferyhaven Wolves,Draw
M00751,2024-11-25,Baseball,Meganfort Eagles,Jeannefort Bears,3.78,2.25,,Meganfort Eagles,Meganfort Eagles
M00752,2024-03-27,Tennis,Christopherfort Bears,Crossside Lions,2.45,1.94,,Crossside Lions,Christopherfort Bears
M00753,2024-07-04,Football,Melissaburgh Wolves,South Kennethton Lions,4.2,5.0,2.45,South Kennethton Lions,Draw
M00754,2024-10-25,Basketball,North Benjamin Bears,New Bruce Tigers,3.27,2.68,,North Benjamin Bears,New Bruce Tigers
M00755,2024-04-20,Football,Barkershire Bears,Johnsonton Wolves,3.64,1.86,3.19,Draw,Johnsonton Wolves
M00756,2023-11-12,Hockey,Thomasport Eagles,Lake Aaronberg Eagles,4.14,3.82,1.7,Lake Aaronberg Eagles,Draw
M00757,2024-11-14,Baseball,Wilsonview Bears,Smithfort Lions,3.16,3.12,,Wilsonview Bears,Smithfort Lions
M00758,2024-04-07,Football,Lake Shelby Bears,Lake Logan Tigers,3.54,3.34,4.95,Draw,Draw
M00759,2025-06-04,Baseball,North Sherriland Eagles,Coreytown Eagles,3.63,3.08,,Coreytown Eagles,Coreytown Eagles
M00760,2024-04-23,Tennis,Josephfurt Wolves,Dixontown Wolves,1.35,1.38,,Dixontown Wolves,Dixontown Wolves
M00761,2024-11-03,Tennis,Jasonhaven Tigers,North Juanton Eagles,4.4,4.73,,Jasonhaven Tigers,Jasonhaven Tigers
M00762,2024-03-03,Football,Josephchester Lions,North Adamview Lions,4.66,4.27,3.54,Draw,North Adamview Lions
M00763,2023-12-13,Baseball,Matthewberg Tigers,Nguyenburgh Bears,1.28,1.26,,Nguyenburgh Bears,Nguyenburgh Bears
M00764,2024-03-18,Hockey,Port Joanna Bears,Hollandport Bears,3.82,2.53,,Draw,Hollandport Bears
M00765,2025-06-22,Football,Cabreramouth Lions,Fernandezmouth Lions,3.9,3.32,1.33,Fernandezmouth Lions,Fernandezmouth Lions
M00766,2024-08-12,Baseball,Robertberg Tigers,Timothybury Bears,4.5,2.85,,Robertberg Tigers,Timothybury Bears
M00767,2023-07-31,Basketball,Tammymouth Tigers,Martinburgh Tigers,3.96,2.79,,Tammymouth Tigers,Tammymouth Tigers
M00768,2024-12-15,Tennis,North Carolyn Wolves,Ernestmouth Wolves,3.3,3.39,,Ernestmouth Wolves,Ernestmouth Wolves
M00769,2025-01-30,Baseball,Murphymouth Wolves,East Melissaview Eagles,1.26,1.33,,Murphymouth Wolves,Murphymouth Wolves
M00770,2023-09-19,Hockey,Carrieburgh Eagles,Laneville Tigers,1.85,3.01,2.06,Laneville Tigers,Carrieburgh Eagles
M00771,2023-12-02,Hockey,Valenzuelatown Bears,North Johnview Eagles,3.78,3.6,1.42,North Johnview Eagles,Valenzuelatown Bears
M00772,2023-09-24,Baseball,West Stephanie Tigers,East Caroline Wolves,2.84,2.08,,East Caroline Wolves,West Stephanie Tigers
M00773,2024-10-17,Football,Sherrifort Wolves,Port Davidland Lions,3.26,3.18,2.81,Port Davidland Lions,Draw
M00774,2025-01-02,Hockey,West Mirandaberg Bears,West Lori Wolves,4.72,2.16,1.78,Draw,West Lori Wolves
M00775,2024-01-26,Hockey,Melindaside Eagles,Lake Coreyland Tigers,2.92,4.32,,Draw,Lake Coreyland Tigers
M00776,2024-01-10,Tennis,Thompsontown Wolves,South Allison Wolves,3.14,4.59,,South Allison Wolves,Thompsontown Wolves
M00777,2024-10-19,Football,Brownchester Tigers,Pachecoside Wolves,1.97,4.66,3.04,Pachecoside Wolves,Pachecoside Wolves
M00778,2023-11-30,Tennis,Carlaside Lions,Rushtown Wolves,2.63,2.66,,Rushtown Wolves,Rushtown Wolves
M00779,2023-09-30,Football,Millerland Eagles,North Stephanieberg Lions,2.08,1.43,3.54,North Stephanieberg Lions,Millerland Eagles
M00780,2023-09-18,Basketball,Wendyborough Lions,North Tina Tigers,4.01,3.12,,Wendyborough Lions,North Tina Tigers
M00781,2025-03-01,Basketball,Lake Timshire Eagles,North Michaelbury Bears,2.19,1.45,,North Michaelbury Bears,Lake Timshire Eagles
M00782,2025-04-30,Tennis,Danielborough Eagles,West Andrew Bears,4.48,4.69,,West Andrew Bears,Danielborough Eagles
M00783,2025-04-05,Basketball,Diazland Tigers,East Mario Wolves,2.26,1.28,,Diazland Tigers,Diazland Tigers
M00784,2024-05-15,Football,West Laura Tigers,South Ashleybury Tigers,1.97,1.68,1.45,West Laura Tigers,West Laura Tigers
M00785,2024-03-12,Hockey,Samanthaborough Eagles,Jaimemouth Lions,2.62,2.91,4.72,Draw,Draw
M00786,2023-10-21,Football,Nicoleland Bears,Lake Richard Tigers,3.87,1.42,2.55,Draw,Nicoleland Bears
M00787,2024-06-26,Football,Herreraton Bears,East Deborah Tigers,4.4,1.65,3.68,Draw,Draw
M00788,2024-04-30,Tennis,South Joseph Tigers,Smithstad Wolves,,,,South Joseph Tigers,Smithstad Wolves
M00789,2023-07-14,Basketball,Lunastad Eagles,East Angelaberg Tigers,4.34,,,East Angelaberg Tigers,Lunastad Eagles
M00790,2024-10-24,Tennis,New Christopher Eagles,East Dustinbury Tigers,2.18,4.04,,East Dustinbury Tigers,East Dustinbury Tigers
M00791,2024-12-25,Tennis,West Lisachester Eagles,East Kevinberg Bears,4.24,4.02,,West Lisachester Eagles,West Lisachester Eagles
M00792,2024-07-16,Baseball,East Amyborough Bears,Jamesside Tigers,3.96,2.46,,East Amyborough Bears,East Amyborough Bears
M00793,2024-12-15,Tennis,Williamsmouth Eagles,Amandaville Bears,,2.93,,Amandaville Bears,Amandaville Bears
M00794,2024-05-19,Hockey,Port Samuel Tigers,Alanbury Tigers,2.81,1.61,1.3,Draw,Alanbury Tigers
M00795,2023-07-29,Hockey,North Brandon Lions,East Hector Wolves,4.31,3.36,4.83,Draw,North Brandon Lions
M00796,2025-04-14,Tennis,Mariamouth Bears,Port Shannonstad Eagles,2.86,3.83,,Port Shannonstad Eagles,Port Shannonstad Eagles
M00797,2024-07-07,Football,Justinmouth Wolves,Lake Timothy Wolves,3.63,1.68,,Draw,Justinmouth Wolves
M00798,2024-03-14,Hockey,North Larrychester Eagles,Lake Antonioton Tigers,3.28,4.92,3.9,Lake Antonioton Tigers,Lake Antonioton Tigers
M00799,2025-03-26,Hockey,Cooperfort Bears,Port John Eagles,4.46,3.3,1.48,Cooperfort Bears,Port John Eagles
M00800,2024-04-27,Hockey,Walkertown Tigers,Fergusonview Lions,,2.13,4.39,Draw,Walkertown Tigers
M00801,2024-06-06,Tennis,Davidberg Tigers,Nicholasside Eagles,2.45,1.39,,Davidberg Tigers,Davidberg Tigers
M00802,2024-10-09,Basketball,New Darius Wolves,Anitamouth Tigers,1.9,2.33,,Anitamouth Tigers,Anitamouth Tigers
M00803,2025-06-18,Basketball,East Lisa Lions,North Logan Bears,4.24,1.32,,East Lisa Lions,North Logan Bears
M00804,2023-11-20,Tennis,Josephchester Wolves,West Kendramouth Eagles,2.71,1.43,,West Kendramouth Eagles,West Kendramouth Eagles
M00805,2024-07-11,Football,East Nathanville Tigers,Lake Amandaton Lions,2.48,4.59,4.5,Lake Amandaton Lions,Lake Amandaton Lions
M00806,2024-10-30,Basketball,Codyberg Lions,South Stephenfort Tigers,3.79,3.41,,South Stephenfort Tigers,South Stephenfort Tigers
M00807,2025-03-07,Tennis,Johnsonstad Tigers,North Amber Wolves,4.56,3.3,,Johnsonstad Tigers,Johnsonstad Tigers
M00808,2025-07-09,Basketball,Mollybury Lions,Nicoleton Wolves,1.4,4.41,,Mollybury Lions,Mollybury Lions
M00809,2025-01-28,Hockey,South Jordanshire Lions,Rodriguezville Tigers,3.17,3.87,1.83,Draw,Rodriguezville Tigers
M00810,2023-08-27,Baseball,North Stacy Eagles,West Alexander Wolves,2.92,4.17,,North Stacy Eagles,North Stacy Eagles
M00811,2025-03-12,Football,North Bryanmouth Bears,Kempfort Tigers,2.16,1.24,2.7,Draw,North Bryanmouth Bears
M00812,2024-06-23,Football,Port Michelleshire Eagles,Dakotafurt Bears,4.85,1.3,4.31,Dakotafurt Bears,Port Michelleshire Eagles
M00813,2023-12-11,Football,South Arthur Wolves,Andrewshire Eagles,2.92,3.47,2.41,Andrewshire Eagles,Andrewshire Eagles
M00814,2024-04-20,Football,Markbury Lions,Buchanantown Eagles,2.3,2.33,3.73,Buchanantown Eagles,Markbury Lions
M00815,2024-03-10,Football,New Daniel Wolves,Alexview Bears,2.45,4.77,4.19,Alexview Bears,Alexview Bears
M00816,2024-07-03,Football,North Ryanview Tigers,Wongmouth Lions,3.94,1.26,1.88,North Ryanview Tigers,North Ryanview Tigers
M00817,2025-01-22,Tennis,Lake Jennifer Wolves,Port Cherylhaven Tigers,1.25,2.33,,Port Cherylhaven Tigers,Port Cherylhaven Tigers
M00818,2023-10-06,Hockey,North Ashley Lions,North Alyssa Lions,3.06,3.04,2.03,North Ashley Lions,North Alyssa Lions
M00819,2023-09-30,Basketball,Douglaston Lions,South Lauriemouth Lions,1.38,4.17,,Douglaston Lions,South Lauriemouth Lions
M00820,2025-07-05,Hockey,North Hayleyshire Lions,Brittanyborough Eagles,2.5,4.71,1.87,Brittanyborough Eagles,Brittanyborough Eagles
M00821,2025-04-14,Hockey,Blakechester Bears,Conniefurt Tigers,1.27,4.27,1.94,Blakechester Bears,Draw
M00822,2023-10-06,Tennis,Mayerstad Bears,North Amanda Wolves,1.63,2.49,,Mayerstad Bears,North Amanda Wolves
M00823,2024-02-23,Football,Amandaburgh Tigers,Port Judy Tigers,,2.9,4.67,Amandaburgh Tigers,Draw
M00824,2025-06-30,Basketball,Port Samantha Bears,Williamsmouth Lions,3.16,2.02,,Williamsmouth Lions,Williamsmouth Lions
M00825,2024-08-17,Tennis,Lake Ronaldstad Bears,Nicholasburgh Tigers,1.21,2.69,,Lake Ronaldstad Bears,Lake Ronaldstad Bears
M00826,2024-06-18,Football,West Antoniotown Tigers,East Josephborough Tigers,2.38,1.42,4.48,East Josephborough Tigers,East Josephborough Tigers
M00827,2024-08-27,Tennis,Kathrynport Wolves,West Lindaborough Wolves,2.5,,,Kathrynport Wolves,West Lindaborough Wolves
M00828,2024-03-02,Basketball,East Dennisview Tigers,East Stevenborough Tigers,4.29,4.74,,East Dennisview Tigers,East Dennisview Tigers
M00829,2023-10-30,Football,Port Jeremystad Bears,Lake Amytown Eagles,2.16,3.98,2.04,Draw,Lake Amytown Eagles
M00830,2025-05-16,Tennis,Lake Nicholas Bears,North Kristina Tigers,2.6,2.37,,Lake Nicholas Bears,Lake Nicholas Bears
M00831,2025-04-12,Basketball,Ericberg Bears,West Patrickchester Lions,4.83,2.23,,West Patrickchester Lions,Ericberg Bears
M00832,2024-06-18,Baseball,Evansmouth Lions,Danielleburgh Lions,2.52,2.73,,Danielleburgh Lions,Danielleburgh Lions
M00833,2024-07-27,Basketball,West Melissastad Tigers,Lake Mary Eagles,1.38,2.76,,Lake Mary Eagles,Lake Mary Eagles
M00834,2023-11-21,Baseball,Sarahborough Eagles,North Kimberlyville Eagles,2.07,4.79,,Sarahborough Eagles,Sarahborough Eagles
M00835,2025-02-28,Baseball,Lake Elizabeth Bears,Christineland Tigers,1.73,4.57,,Christineland Tigers,Christineland Tigers
M00836,2024-11-04,Baseball,Lake Taylor Tigers,Reneestad Bears,4.87,3.92,,Lake Taylor Tigers,Reneestad Bears
M00837,2024-10-31,Football,Thompsonside Eagles,South Stephanie Tigers,1.61,2.91,3.63,Thompsonside Eagles,South Stephanie Tigers
M00838,2025-04-01,Basketball,West Ambermouth Eagles,South Jasmineburgh Eagles,3.03,1.67,,West Ambermouth Eagles,West Ambermouth Eagles
M00839,2025-04-25,Football,Port Ashleychester Wolves,Lake Oscarport Tigers,,3.53,2.19,Port Ashleychester Wolves,Draw
M00840,2024-10-28,Basketball,Howardmouth Tigers,North Georgeshire Eagles,2.03,3.55,,North Georgeshire Eagles,North Georgeshire Eagles
M00841,2024-08-21,Tennis,Port Aaronville Eagles,East Nicoleborough Wolves,2.31,1.84,,East Nicoleborough Wolves,East Nicoleborough Wolves
M00842,2025-05-31,Hockey,Vasquezside Lions,Hawkinsshire Lions,4.77,4.24,1.7,Vasquezside Lions,Hawkinsshire Lions
M00843,2024-01-31,Hockey,West James Lions,Johnsonland Tigers,3.15,3.95,4.09,West James Lions,Draw
M00844,2024-07-01,Baseball,Port Kevin Lions,Coreystad Lions,3.29,4.24,,Coreystad Lions,Coreystad Lions
M00845,2024-07-12,Hockey,West Emma Eagles,New Lorimouth Lions,,1.64,2.69,West Emma Eagles,West Emma Eagles
M00846,2024-12-16,Basketball,West Michelestad Tigers,East Victoria Eagles,4.3,4.1,,West Michelestad Tigers,West Michelestad Tigers
